,ID,drugName,condition,patientreview,rating,reviewdate,Useful,Manual_Sentiment,review_cleaned,reviewchars,reviewchars_clean,reviewwords,reviewwords_clean,reviewsentence,reviewsentence_clean,emotions,NRCsent
10852,110971,Diclegis,Nausea/Vomiting of Pregnancy,"""This is my 4th pregnancy.  I&#039;ve always had bad morning sickness with each pregnancy but always ended by my 10th week.  I started the Rx at 7 weeks and tried stopping at 13 weeks but experience terrible withdrawal symptoms. I only take 1 pill at night. When I tried stopping the med,  I violently throw up, nauseous all day, body aches and excessive sweating.  I would have never started the prescription if I knew stopping it is this painful.""",3.0,2017-01-18,6,-1.0,th pregnancy ve bad morning sickness pregnancy end th week start rx week try stop week experience terrible withdrawal symptom pill night try stop med violently throw nauseous day body ache excessive sweating start prescription know stop painful,449,244,95,38,6,1,"{'fear': 0.13157894736842105, 'anger': 0.10526315789473684, 'anticip': 0.0, 'trust': 0.02631578947368421, 'surprise': 0.0, 'positive': 0.02631578947368421, 'negative': 0.2631578947368421, 'sadness': 0.18421052631578946, 'disgust': 0.21052631578947367, 'joy': 0.0, 'anticipation': 0.05263157894736842}",negative
10962,139327,Armodafinil,Shift Work Sleep Disorde,"""I had been on Modifinil for over a year when I noticed the effects reducing dramatically so my doctor switched me to Armodifinil and almost immediately after taking I felt very hostile and aggressive. I did not feel more refreshed or awake. I tried it for almost a week and the feeling of anger was still there so I quit taking it and am working with my doctors to find another solution.""",4.0,2015-07-27,9,0.0,modifinil year notice effect reduce dramatically doctor switch armodifinil immediately take feel hostile aggressive feel refresh awake try week feeling anger quit take work doctor find solution,389,193,77,27,3,1,"{'fear': 0.10714285714285714, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.10714285714285714, 'surprise': 0.03571428571428571, 'positive': 0.17857142857142858, 'negative': 0.21428571428571427, 'sadness': 0.03571428571428571, 'disgust': 0.07142857142857142, 'joy': 0.03571428571428571, 'anticipation': 0.07142857142857142}",negative
11045,19175,Pregabalin,Neuropathic Pain,"""Lyrica made me unbearably tired and nauseous - and that&#039;s just on 25 mg twice a day.  Had to stop taking it. Will never take it again.""",1.0,2017-03-10,29,-1.0,lyrica unbearably tired nauseous s mg twice day stop take,141,57,37,10,3,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.25, 'disgust': 0.25, 'joy': 0.0}",negative
11046,206203,Eflornithine,Hirsutism,"""I have been using this cream (which my GP fought for on the NHS, UK) for about 12 years.  I had always had a lot of blonde facial hair but, following menopause and stopping HRT at age 60, I began to grow a full beard, face and neck.  The dermatologist first suggested waxing, a task which my husband performed for me.  This worked for a short time, after which I noticed stubble the day after waxing.  I had my androgens (male hormones) checked and indeed had too many.  They can be countered by estrogen but, since I have breast cancer 8/8 estrogen positive, this was not an option. Finally and in desperation I begged the dermatologist for another solution and Voila! Vaniqa!  I still pluck some stubborn whiskers every day and losing weight helps.""",9.0,2016-06-20,34,1.0,cream gp fight nhs uk year lot blonde facial hair follow menopause stop hrt age begin grow beard face neck dermatologist suggest wax task husband perform work short time notice stubble day wax androgen male hormone check counter estrogen breast cancer estrogen positive option finally desperation beg dermatologist solution voila vaniqa pluck stubborn whisker day lose weight help,752,380,157,58,9,1,"{'fear': 0.08695652173913043, 'anger': 0.06521739130434782, 'anticip': 0.0, 'trust': 0.13043478260869565, 'surprise': 0.08695652173913043, 'positive': 0.15217391304347827, 'negative': 0.10869565217391304, 'sadness': 0.08695652173913043, 'disgust': 0.08695652173913043, 'joy': 0.08695652173913043, 'anticipation': 0.10869565217391304}",positive
11250,97628,Nitroglycerin,Anal Fissure and Fistula,"""My doctor had a compounding pharmacy make the equivalent for me.  Only cost $22.  I hear some of the people paying $500 for the prescription type?

Anyway, before taking the medicine, I bled everyday.  No pain but lots of blood for several years.  After about 3 days the bleeding has stopped.  As my doctor suggested, I continue to take the medicine for at least one month.

Bottom line is that it let the fissure heal.  Whether it will begin bleeding again after the medicine is stopped is another question.  I hope not.""",10.0,2016-12-05,0,1.0,doctor compounding pharmacy equivalent cost hear people pay prescription type take medicine bleed everyday pain lot blood year day bleeding stop doctor suggest continue medicine month line let fissure heal begin bleed medicine stop question hope,531,245,109,36,10,1,"{'fear': 0.07142857142857142, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.03571428571428571, 'positive': 0.25, 'negative': 0.07142857142857142, 'sadness': 0.07142857142857142, 'disgust': 0.03571428571428571, 'joy': 0.10714285714285714, 'anticipation': 0.10714285714285714}",trust
11319,54220,Naloxegol,"Constipation, Drug Induced","""Started taking Movantik 25 my. Was very skeptical about it after reading reviews. I have been on opiate for 10 yrs. for chronic back pain. I spoke with Dr. and he said I could use zofran and bentyl if needed. Took first dose waiting for the worse. I had bm within 2 hrs. of taking medicine. Normal side effects first day. 3Rd day was rough nausea, cramps and fatigue. Continued side effects lasted about 2 wks. Not unbearable. Started having 2 bm&#039;s a week. So much better then every 14+ days. And then only with major colonoscopy cleansing. I experienced irritability mood swings. Dr. had me stop and switch to Amitiza. That was awful didn&#039;t help made symptoms of OIC return with vengeance went back to Monvantik.""",8.0,2016-10-21,17,1.0,start take movantik skeptical read review opiate yrs chronic pain speak dr say use zofran bentyl need take dose wait bad bm hrs take medicine normal effect day rd day rough nausea cramp fatigue continued effect last wks unbearable start have bms week well day major colonoscopy cleansing experience irritability mood swing dr stop switch amitiza awful not help symptom oic return vengeance go monvantik,725,402,158,65,18,1,"{'fear': 0.08333333333333333, 'anger': 0.1111111111111111, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.05555555555555555, 'negative': 0.3888888888888889, 'sadness': 0.1388888888888889, 'disgust': 0.1111111111111111, 'joy': 0.0, 'anticipation': 0.1111111111111111}",negative
11489,171942,Amitiza,"Constipation, Drug Induced","""The nausea hit within 20 minutes or so.  I kept trying to vomit in the toilet, but just dry heaving.  I was  crying at the same time and my poor cat was standing near me crying, too.   I was sick for hours and really thought about calling an ambulance.  I laid down with a blanket and was shivering.  This has been the worst experience I have ever had with a prescription drug.  I feel so bad I will not be able to take my other meds tonight.  I am afraid I will throw them up.""",1.0,2016-08-30,15,-1.0,nausea hit minute keep try vomit toilet dry heaving cry time poor cat stand near cry sick hour think call ambulance lay blanket shiver bad experience prescription drug feel bad able med tonight afraid throw,479,206,107,35,8,1,"{'fear': 0.14285714285714285, 'anger': 0.11428571428571428, 'anticip': 0.0, 'trust': 0.05714285714285714, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.2857142857142857, 'sadness': 0.17142857142857143, 'disgust': 0.17142857142857143, 'joy': 0.0, 'anticipation': 0.05714285714285714}",negative
11496,46435,Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,"""Provigil has saved my life, as the saying goes. I am taking 300 mg and 100 mg six hours later.
Despite my use of a CPAP and caffeine I still suffer from chronic fatigue and the Provigil has helped me to maintain some semblance of a normal existence. There are no apparent side effects and the result is to make me feel and act normal versus the side effects of other stimulants such as caffeine.""",10.0,2008-08-12,10,1.0,provigil save life saying go take mg mg hour later despite use cpap caffeine suffer chronic fatigue provigil help maintain semblance normal existence apparent effect result feel act normal versus effect stimulant caffeine,399,221,82,33,4,1,"{'fear': 0.0, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.09090909090909091, 'surprise': 0.0, 'positive': 0.18181818181818182, 'negative': 0.36363636363636365, 'sadness': 0.09090909090909091, 'disgust': 0.0, 'joy': 0.09090909090909091, 'anticipation': 0.09090909090909091}",negative
11649,111035,Diclegis,Nausea/Vomiting of Pregnancy,"""Diclegis is a life saver!  Starting at week 6, I had terrible nausea and vomiting.  It was so debilitating, I could barely keep anything down or function normally.  About two weeks ago, my doctor prescribed me diclegis 4x day and its been a game changer.  The only thing I&#039;ve noticed is that I start to feel really sick again if I miss a dose or if I take the medication late, but other than that, I&#039;m feeling great!""",10.0,2016-04-04,3,1.0,diclegis life saver start week terrible nausea vomit debilitate barely function normally week ago doctor prescribe diclegis x day game changer thing ve notice start feel sick miss dose medication late m feel great,428,213,100,34,5,1,"{'fear': 0.058823529411764705, 'anger': 0.058823529411764705, 'anticip': 0.0, 'trust': 0.058823529411764705, 'surprise': 0.0, 'positive': 0.058823529411764705, 'negative': 0.23529411764705882, 'sadness': 0.17647058823529413, 'disgust': 0.23529411764705882, 'joy': 0.0, 'anticipation': 0.11764705882352941}",negative
11651,10550,Spironolactone,Hirsutism,"""I was given this prescription originally for acne, but haven&#039;t seen much effect there yet... However, it has done wonders for my body hair! I had a super-thick (and spreading) happy trail on my stomach, as well as more sparse chest hair. I&#039;ve only been on Spiro for about 3 weeks, but the results are incredible! The hair is almost invisible, so I&#039;m thrilled to see what it looks like after all the pre-medication razor burn and ingrown hair cuts are healed.

I&#039;ll still be buying a Tria laser to make sure I get rid of as much hair as possible, but the hair is already visibly thinner, and it takes much longer to grow back as well. I wore a v-neck for the first time with confidence yesterday!

Also- I&#039;ve had NO side effects from this drug!""",9.0,2015-08-16,76,1.0,give prescription originally acne not see effect wonder body hair superthick spread happy trail stomach sparse chest hair ve spiro week result incredible hair invisible m thrilled look like premedication razor burn ingrown hair cut heal ill buy tria laser sure rid hair possible hair visibly thin take long grow wear vneck time confidence yesterday ve effect drug,778,363,182,58,8,1,"{'fear': 0.10344827586206896, 'anger': 0.034482758620689655, 'anticip': 0.0, 'trust': 0.20689655172413793, 'surprise': 0.0, 'positive': 0.1724137931034483, 'negative': 0.06896551724137931, 'sadness': 0.034482758620689655, 'disgust': 0.06896551724137931, 'joy': 0.13793103448275862, 'anticipation': 0.1724137931034483}",trust
11654,49900,Gabapentin,Neuropathic Pain,"""I have been in this medication or nearly 12 months. I&#039;m taking it 600mg three times and day and am only 24! I have facial pain and it only works about 5%""",3.0,2016-01-07,5,-1.0,medication nearly month m take mg time day facial pain work,160,59,42,11,3,1,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.25}",fear
11671,180191,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""At first the diclegis seemed to work somewhat. I was no longer vomiting though I was still gagging at times but I was glad to be able to keep my food down. However now I&#039;m on my 2nd trimester at nearly 14 weeks and taking 3 a day and the nausea is on and off all day, the gagging is intense, and  I have even thrown up a few times. I&#039;m not sure what is going on, the doctor even took me off my prenatals to help the nausea and nothing seems to work. I was planing on decreasing my dose soon and getting off the medication as I&#039;m still skeptical and concerned on the long term affects it could have on my baby. This medication also makes me very sleepy all day. Makes it really hard to wake up at 5am for work.""",6.0,2016-01-26,2,0.0,diclegis work somewhat long vomit gag time glad able food m nd trimester nearly week take day nausea day gagging intense throw time m sure go doctor take prenatal help nausea work plane decrease dose soon get medication m skeptical concerned long term affect baby medication make sleepy day make hard wake work,726,310,171,53,7,1,"{'fear': 0.06060606060606061, 'anger': 0.030303030303030304, 'anticip': 0.0, 'trust': 0.09090909090909091, 'surprise': 0.030303030303030304, 'positive': 0.15151515151515152, 'negative': 0.18181818181818182, 'sadness': 0.030303030303030304, 'disgust': 0.15151515151515152, 'joy': 0.12121212121212122, 'anticipation': 0.15151515151515152}",negative
